SampleID,GroupLevel2,GroupLevel2_mapped,train,ProjectID
PA230T0596-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0597-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0688-J1CHH22KXF1-KZ65,Head_Neck,Endoscopy,train,KZ65
PA230T0695-J1CHH22KXF1-KZ75,Lymphoma,Blood,train,KZ75
PA230T0817-J1CHH22GXF1-KZ61,Gastro,Endoscopy,valid,KZ61
PA230T0819-J1CHH22GXFX-KZ61,Gastro,Endoscopy,valid,KZ61
PA230T0830-J1CHH22GXF1-KZ61,Gastro,Endoscopy,train,KZ61
PA230T0840-J1CHH22GXF1-KZ61,Gastro,Endoscopy,valid,KZ61
PA230T0842-J1CHH22GXF1-KZ61,Sarcoma,SoftTissue,train,KZ61
PA230T0848-J1CHH22GXF1-KZ61,Gastro,Endoscopy,valid,KZ61
PA230T0855-J1CHH22GXF1-KZ61,Gastro,Endoscopy,valid,KZ61
PA230T0857-J1CHH22GXF1-KZ61,Gastro,Endoscopy,train,KZ61
PA230T0859-J1CHH22GXF1-KZ61,Sarcoma,SoftTissue,train,KZ61
PA230T0872-J1CHH22GXF1-KZ61,Gastro,Endoscopy,valid,KZ61
PA230T0916-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0917-J1CHH22KXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0920-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0922-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0923-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0924-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0925-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0926-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0928-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0929-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0930-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0933-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0934-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0935-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0936-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0937-J1CHH22KXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0938-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0939-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0940-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0942-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0943-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0944-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0945-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0946-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0947-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0948-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0949-J1CHH22KXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0950-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0951-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0952-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0953-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0954-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0955-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0957-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0958-J1CHH22KXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0959-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0960-J1CHH22KXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0962-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0965-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0966-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0967-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0968-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0969-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0970-J1CHH22KXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0971-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0972-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0973-J1CHH22KXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0974-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0975-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0976-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0977-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0978-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0979-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0980-J1CHH22KXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0981-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0982-J1CHH22KXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0983-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230W0304-K1CHH22KXF2-KZ37,Breast,BreastImg,train,KZ37
PA230W0430-J1CHH22NXF1-KZ49,Ovary,Abdominal,valid,KZ49
PA231D0597-K1CHH22KXFX-KBH5KZ37,Gastro,Endoscopy,train,KZ37
PA231G0316-K1CHH22KXFX-J006KZ37,Gastro,Endoscopy,train,KZ37
PA231U0270-K1CHH22NXF2-KZ37,Melanoma,Skin,train,KZ37
PA231V0136-J1CHH22GXF2-KB01Y00D,Uterus,Abdominal,train,KB01
PA231W0253-J1CHH22GXF3-R007,Colorectal,Endoscopy,train,20240613_plasma_preserve_time_test
PA231W0253-K1CHH22KXF2-KZ37,Colorectal,Endoscopy,valid,KZ37
PA23200605-K1CHH22GXF3-KZ37,Breast,BreastImg,valid,KZ37
PA23200622-K1CHH22NXF2-KZ37,Pancreas,Blood,train,KZ37
PA23200732-K1CHH22KXF1-KBNNY00D,Esophagus,Endoscopy,valid,KBNN
PA23200734-K1CHH22KXF1-KBNNY00D,Esophagus,Endoscopy,train,KBNN
PA23200738-K1CHH22KXF1-KBNNY00D,Esophagus,Endoscopy,train,KBNN
PA23240268-K1CHH22KXFX-KZ37,Gastro,Endoscopy,train,KZ37
PA23280630-J1CHH22NXF2-KZ37,Pancreas,Blood,valid,KZ37
PA23280663-K1CHH22KXF3-KBN9KZ37,Gastro,Endoscopy,train,KZ37
PA23290067-K1CHH22NXF3-KZ37,Liver_Biliary,Abdominal,train,KZ37
PA23290466-K1CHH22KXF2-KZ37,Sarcoma,SoftTissue,valid,KZ37
PA23290943-K1CHH22KXF2-KBARY00D,Colorectal,Endoscopy,valid,KBAR
PA23291231-K1CHH22KXF2-KBARY00D,Colorectal,Endoscopy,train,KBAR
PA232A0470-K1CHH22NXF2-KZ37,Pancreas,Blood,train,KZ37
PA232A0599-K1CHH22KXF2-KZ37,Lung,LungImg,valid,KZ37
PA232C0093-J1CHH22KXF2-KZ29P201,Liver_Biliary,Abdominal,train,KZ29
PA232C0094-J1CHH22KXF2-KZ29P201,Liver_Biliary,Abdominal,valid,KZ29
PA232C0095-J1CHH22KXF2-KZ29P201,Liver_Biliary,Abdominal,train,KZ29
PA232C0097-J1CHH22KXF2-KZ29P201,Liver_Biliary,Abdominal,train,KZ29
PA232C0098-J1CHH22KXF2-KZ29P201,Liver_Biliary,Abdominal,train,KZ29
PA232C0099-J1CHH22KXF2-KZ29P201,Liver_Biliary,Abdominal,train,KZ29
PA232C0100-J1CHH22KXF2-KZ29P201,Liver_Biliary,Abdominal,train,KZ29
PA232C0101-J1CHH22KXF2-KZ29P201,Liver_Biliary,Abdominal,valid,KZ29
PA232C0102-J1CHH22KXF2-KZ29P201,Liver_Biliary,Abdominal,train,KZ29
PA232C0103-J1CHH22KXF2-KZ29P201,Liver_Biliary,Abdominal,train,KZ29
PA232C0104-J1CHH22KXF2-KZ29P201,Liver_Biliary,Abdominal,train,KZ29
PA232C0142-J1CHH22KXF2-KZ29P201,Colorectal,Endoscopy,valid,KZ29
PA232C0143-J1CHH22KXF2-KZ29P201,Colorectal,Endoscopy,train,KZ29
PA232C0144-J1CHH22KXF2-KZ29P201,Colorectal,Endoscopy,train,KZ29
PA232C0145-J1CHH22GXF2-KZ29P201,Colorectal,Endoscopy,valid,KZ29
PA232C0147-J1CHH22KXF2-KZ29P201,Colorectal,Endoscopy,valid,KZ29
PA232C0148-J1CHH22KXF2-KZ29P201,Colorectal,Endoscopy,valid,KZ29
PA232C0151-J1CHH22KXF2-KZ29P201,Colorectal,Endoscopy,valid,KZ29
PA232C0153-J1CHH22KXF2-KZ29P201,Colorectal,Endoscopy,train,KZ29
PA232C0155-J1CHH22KXF2-KZ29P201,Colorectal,Endoscopy,valid,KZ29
PA232D0387-J1CHH22GXF1-KB3VY00D,Colorectal,Endoscopy,train,KB3V
PA232F0538-K1CHH22GXF2-KZ37,Kidney,Abdominal,train,KZ37
PA232G0115-K1CHH22GXF3-KZ37,Breast,BreastImg,valid,KZ37
PA232G0473-K1CHH22NXF2-KZ37,Pancreas,Blood,train,KZ37
PA232H0575-J1CHH22GXF1-KB3VY00D,Colorectal,Endoscopy,valid,KB3V
PA232J0246-K1CHH22NXF3-KZ37,Sarcoma,SoftTissue,train,KZ37
PA232L0409-K1CHH22GXF4-JA1I,Liver_Biliary,Abdominal,train,JA1I
PA232L0418-K1CHH22GXF4-JA1I,Liver_Biliary,Abdominal,train,JA1I
PA232L0425-K1CHH22GXF4-JA1I,Liver_Biliary,Abdominal,valid,JA1I
PA232P0072-K1CHH22NXF3-KZ37,Colorectal,Endoscopy,train,KZ37
PA232Q0528-K1CHH22NXF2-KZ37,Pancreas,Blood,valid,KZ37
PA232Q1175-J1CHH22KXF3-KZ41,Lymphoma,Blood,train,KZ41
PA232R0202-K1CHH22KXF2-KZ37,Melanoma,Skin,train,KZ37
PA232R0269-J1CHH22GXF2-KBNUY00D,Ovary,Abdominal,train,KBNU
PA232R0270-J1CHH22KXF2-KBNUY00D,Sarcoma,SoftTissue,valid,KBNU
PA232T0560-J1CHH22GXF2-KZ37,Esophagus,Endoscopy,valid,KZ37
PA23300552-K1CHH22GXF2-KZ37,Esophagus,Endoscopy,train,KZ37
PA23300819-K1CHH22KXF2-KZ37,Uterus,Abdominal,train,KZ37
PA23320625-K1CHH22KXF2-KBN9KZ37,Esophagus,Endoscopy,train,KZ37
PA23321049-K1CHH22KXF2-KA62KZ41,Lymphoma,Blood,train,KZ41
PA23330222-K1CHH22NXF2-KZ37,Pancreas,Blood,train,KZ37
PA23330249-K1CHH22KXF3-KBF4KZ37,Colorectal,Endoscopy,train,KZ37
PA23340801-K1CHH22NXF2-KBSVKZ37,Ovary,Abdominal,valid,KZ37
PA23380681-K1CHH22KXF2-KZ37,Kidney,Abdominal,train,KZ37
PA233F0543-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0555-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0563-J1CHH22GXF2-KZ38,Uterus,Abdominal,train,KZ38
PA233F0568-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0573-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0638-K1CHH22GXF2-KZ39,Sarcoma,SoftTissue,valid,KZ39
PA233F0644-K1CHH22GXF2-KZ39,Sarcoma,SoftTissue,train,KZ39
PA233F0645-K1CHH22GXF2-KZ39,Sarcoma,SoftTissue,train,KZ39
PA233F0646-K1CHH22GXF2-KZ39,Sarcoma,SoftTissue,train,KZ39
PA233F0647-K1CHH22GXF2-KZ39,Sarcoma,SoftTissue,train,KZ39
PA233F0655-K1CHH22GXF2-KZ39,Sarcoma,SoftTissue,train,KZ39
PA233F0661-K1CHH22GXF2-KZ39,Sarcoma,SoftTissue,valid,KZ39
PA233F0662-K1CHH22GXF2-KZ39,Sarcoma,SoftTissue,train,KZ39
PA233F0667-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0669-J1CHH22GXF2-KZ38,Uterus,Abdominal,train,KZ38
PA233F0674-J1CHH22GXF2-KZ38,Uterus,Abdominal,train,KZ38
PA233F0675-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0678-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0679-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0680-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0694-J1CHH22GXF2-KZ38,Uterus,Abdominal,train,KZ38
PA233F0698-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0703-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0705-J1CHH22GXF2-KZ38,Uterus,Abdominal,train,KZ38
PA233F0706-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0709-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0711-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0748-J1CHH22GXF2-KZ38,Uterus,Abdominal,train,KZ38
PA233F0751-J1CHH22GXF2-KZ38,Uterus,Abdominal,train,KZ38
PA233F0755-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0756-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0757-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0760-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0761-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0762-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0769-J1CHH22GXF2-KZ38,Uterus,Abdominal,train,KZ38
PA233F0770-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0772-J1CHH22GXF2-KZ38,Uterus,Abdominal,train,KZ38
PA233F0773-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0775-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0778-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0780-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0784-J1CHH22GXF2-KZ38,Uterus,Abdominal,train,KZ38
PA233F0785-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0796-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0818-J1CHH22GXF2-KZ38,Uterus,Abdominal,train,KZ38
PA233F0821-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0828-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0829-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F0841-J1CHH22GXF2-KZ38,Uterus,Abdominal,valid,KZ38
PA233F1252-J1CHH22KXF2-KBFLP201Y00D,Pancreas,Blood,train,KBFL
PA233F1253-J1CHH22KXF2-KBFLP201Y00D,Pancreas,Blood,train,KBFL
PA233F1256-J1CHH22GXF2-KBFLP201Y00D,Pancreas,Blood,valid,KBFL
PA233G0582-J1CHH22GXF2-KZ37,Pancreas,Blood,train,KZ37
PA233G0700-K1CHH22NXF2-KZ37,Head_Neck,Endoscopy,valid,KZ37
PA233J0225-K1CHH22GXF2-KZ37,Kidney,Abdominal,valid,KZ37
PA233N0337-J1CHH22KXF1-KB3VY00D,Colorectal,Endoscopy,train,KB3V
PA233N0778-K1CHH22KXF1-KBNNY00D,Esophagus,Endoscopy,valid,KBNN
PA23410565-K1CHH22KXF2-KZ30,Pancreas,Blood,train,KZ30
PA23410566-K1CHH22GXF2-P201KZ30,Pancreas,Blood,train,KZ30
PA23410567-K1CHH22GXF2-P201KZ30,Pancreas,Blood,valid,KZ30
PA23410568-K1CHH22KXF2-KZ30,Pancreas,Blood,train,KZ30
PA23410569-K1CHH22GXF2-P201KZ30,Pancreas,Blood,train,KZ30
PA23410570-K1CHH22KXF2-KZ30,Pancreas,Blood,train,KZ30
PA23410578-K1CHH22KXF2-KZ30,Pancreas,Blood,train,KZ30
PA23410584-K1CHH22GXF2-P201KZ30,Pancreas,Blood,train,KZ30
PA23410585-K1CHH22KXF2-KZ30,Pancreas,Blood,valid,KZ30
PA23410586-K1CHH22GXF2-KZ30,Pancreas,Blood,valid,KZ30
PA23410588-K1CHH22KXF2-KZ30,Pancreas,Blood,train,KZ30
PA23410591-K1CHH22KXF2-KZ30,Pancreas,Blood,valid,KZ30
PA23410599-K1CHH22KXF2-KZ30,Pancreas,Blood,valid,KZ30
PA23410601-K1CHH22GXF2-P201KZ30,Pancreas,Blood,train,KZ30
PA23410602-K1CHH22GXF2-P201KZ30,Pancreas,Blood,valid,KZ30
PA23410603-K1CHH22GXF2-P201KZ30,Pancreas,Blood,train,KZ30
PA23410607-K1CHH22GXF2-P201KZ30,Pancreas,Blood,train,KZ30
PA23410612-K1CHH22GXF2-P201KZ30,Pancreas,Blood,valid,KZ30
PA23410620-K1CHH22KXF2-KZ30,Pancreas,Blood,valid,KZ30
PA23410622-K1CHH22GXF2-P201KZ30,Pancreas,Blood,valid,KZ30
PA23410628-K1CHH22GXF2-P201KZ30,Pancreas,Blood,valid,KZ30
PA23410867-J1CHH22NXF2-KZ37,Pancreas,Blood,train,KZ37
PA23410935-K1CHH22KXF1-KBNNY00D,Esophagus,Endoscopy,valid,KBNN
PA23450496-K1CHH22KXF3-KZ37,Colorectal,Endoscopy,train,KZ37
PA23450789-J1CHH22NXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450790-J1CHH22NXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450791-J1CHH22KXF2-KBEXY00D,Ovary,Abdominal,valid,KBEX
PA23450792-K1CHH22KXF2-KBEXY00D,Ovary,Abdominal,valid,KBEX
PA23450793-K1CHH22KXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450794-K1CHH22NXF2-KBEXY00D,Ovary,Abdominal,valid,KBEX
PA23450795-K1CHH22KXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450796-K1CHH22KXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450799-K1CHH22KXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450801-K1CHH22KXF2-KBEXY00D,Ovary,Abdominal,valid,KBEX
PA23450802-K1CHH22KXF2-KBEXY00D,Ovary,Abdominal,valid,KBEX
PA23450803-K1CHH22KXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450804-K1CHH22KXF2-KBEXY00D,Ovary,Abdominal,valid,KBEX
PA23450806-K1CHH22KXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450807-K1CHH22GXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450808-K1CHH22KXF2-KBEXY00D,Ovary,Abdominal,valid,KBEX
PA23450810-K1CHH22GXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450811-K1CHH22GXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450812-K1CHH22KXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450815-K1CHH22KXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450816-K1CHH22KXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450817-K1CHH22KXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450818-K1CHH22KXF2-KBEXY00D,Ovary,Abdominal,valid,KBEX
PA23450820-J1CHH22NXF2-KBEXY00D,Ovary,Abdominal,valid,KBEX
PA23450821-J1CHH22KXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450822-J1CHH22GXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450823-J1CHH22GXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450832-J1CHH22KXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450833-K1CHH22KXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450837-J1CHH22KXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450851-K1CHH22KXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450852-J1CHH22KXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450854-J1CHH22KXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450857-J1CHH22KXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450858-J1CHH22KXF2-KBEXY00D,Ovary,Abdominal,valid,KBEX
PA23450859-K1CHH22KXF2-KBEXY00D,Ovary,Abdominal,valid,KBEX
PA23450860-J1CHH22KXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23450861-J1CHH22KXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA23460575-J1CHH22GXF2-KBNUY00D,Ovary,Abdominal,valid,KBNU
PA23460576-K1CHH22KXF2-KBNUY00D,Ovary,Abdominal,valid,KBNU
PA23460577-K1CHH22KXF2-KBNUY00D,Ovary,Abdominal,valid,KBNU
PA23460578-J1CHH22KXF2-KBNUY00D,Ovary,Abdominal,valid,KBNU
PA23460579-J1CHH22KXF2-KBNUY00D,Ovary,Abdominal,valid,KBNU
PA23460581-J1CHH22KXF2-KBNUY00D,Ovary,Abdominal,valid,KBNU
PA23470559-K1CHH22KXF2-KZ30,Pancreas,Blood,train,KZ30
PA23470562-K1CHH22KXF2-P201KZ30,Pancreas,Blood,train,KZ30
PA23470564-K1CHH22KXF2-KZ30,Pancreas,Blood,train,KZ30
PA23470568-K1CHH22KXF2-P201KZ30,Pancreas,Blood,train,KZ30
PA23470570-K1CHH22GXF2-KZ30,Pancreas,Blood,valid,KZ30
PA23470946-K1CHH22GXF2-P201KZ30,Pancreas,Blood,train,KZ30
PA23470949-K1CHH22KXF2-P201KZ30,Pancreas,Blood,train,KZ30
PA23470954-K1CHH22KXF2-KZ30,Pancreas,Blood,train,KZ30
PA23470957-K1CHH22KXF2-P201KZ30,Pancreas,Blood,train,KZ30
PA23470958-K1CHH22KXF2-P201KZ30,Pancreas,Blood,valid,KZ30
PA23470959-K1CHH22GXF2-P201KZ30,Pancreas,Blood,train,KZ30
PA23470964-K1CHH22GXF2-P201KZ30,Pancreas,Blood,valid,KZ30
PA23470965-K1CHH22GXF2-KZ30,Pancreas,Blood,valid,KZ30
PA23470974-K1CHH22KXF2-KZ30,Pancreas,Blood,train,KZ30
PA23470975-K1CHH22GXF2-P201KZ30,Pancreas,Blood,train,KZ30
PA23470985-K1CHH22GXF2-P201KZ30,Pancreas,Blood,train,KZ30
PA23470994-K1CHH22GXF2-P201KZ30,Pancreas,Blood,train,KZ30
PA23470999-K1CHH22KXF2-KZ30,Pancreas,Blood,train,KZ30
PA23471000-K1CHH22KXF2-KZ30,Pancreas,Blood,train,KZ30
PA23480451-K1CHH22GXF4-KZ37,Colorectal,Endoscopy,train,KZ37
PA23480671-K1CHH22KXFX-KBN9P201KZ37,Gastro,Endoscopy,train,KZ37
PA234A0536-K1CHH22KXF1-KBNNY00D,Esophagus,Endoscopy,train,KBNN
PA234A0538-K1CHH22KXF1-KBNNY00D,Esophagus,Endoscopy,train,KBNN
PA234A0673-K1CHH22NXF2-KZ37,Ovary,Abdominal,train,KZ37
PA234A0692-J1CHH22NXF2-KZ47,Kidney,Abdominal,train,KZ47
PA234B0817-J1CHH22KXF3-R007,Colorectal,Endoscopy,train,20240613_plasma_preserve_time_test
PA234B0817-K1CHH22GXF2-P201KZ37,Colorectal,Endoscopy,train,KZ37
PA234B1121-J1CHH22NXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA234B1122-J1CHH22NXF2-KBEXY00D,Ovary,Abdominal,valid,KBEX
PA234B1125-J1CHH22NXF2-KBEXY00D,Ovary,Abdominal,train,KBEX
PA234D0509-J1CHH22KXF3-R007,Ovary,Abdominal,train,20240613_plasma_preserve_time_test
PA234D0509-K1CHH22NXF2-KBN9KZ37,Ovary,Abdominal,train,KZ37
PA234E0051-J1CHH22KXF1-KZ47,Lymphoma,Blood,train,KZ47
PA234E0071-J1CHH22GXF2-KZ47,Kidney,Abdominal,valid,KZ47
PA234E0569-K1CHH22NXF2-KZ37,Lung,LungImg,valid,KB5W
PA234E0984-J1CHH22NXF2-KZ47,Kidney,Abdominal,train,KZ47
PA234J0507-J1CCH22GXF1-KZ44,Breast,BreastImg,valid,KZ44
PA234J0508-J1CCH22GXF1-KZ44,Breast,BreastImg,valid,KZ44
PA234J0933-K1CHH22GXF1-KBNNY00D,Esophagus,Endoscopy,train,KBNN
PA234K0591-J1CCH22GXF1-KZ44,Breast,BreastImg,valid,KZ44
PA234K0592-J1CCH22GXF1-KZ44,Breast,BreastImg,valid,KZ44
PA234K0593-J1CCH22GXF1-KZ44,Breast,BreastImg,valid,KZ44
PA234K0594-J1CCH22GXF1-KZ44,Breast,BreastImg,valid,KZ44
PA234K0595-J1CCH22GXF1-KZ44,Breast,BreastImg,valid,KZ44
PA234K0596-J1CCH22GXF1-KZ44,Breast,BreastImg,valid,KZ44
PA234K0597-J1CCH22GXF1-KZ44,Breast,BreastImg,valid,KZ44
PA234K0850-K1CHH22KXF2-KZ66,Sarcoma,SoftTissue,valid,KZ37
PA234L0448-K1CHH22NXF4-KBN9KZ37,Urothelium,Blood,train,KZ37
PA234L0869-J1CHH22NXF2-KZ48,Liver_Biliary,Abdominal,valid,KZ48
PA234L0911-J1CHH22NXF2-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA234Q0601-J1CHH22GXF4-R007,Gastro,Endoscopy,train,20240613_plasma_preserve_time_test
PA234Q0601-K1CHH22GXF2-KBSYP201KZ37,Gastro,Endoscopy,train,KZ37
PA234T1037-K1CHH22KXFX-KBN9KZ37,Gastro,Endoscopy,valid,KZ37
PA234T1071-J1CHH22GXF2-KZ47,Kidney,Abdominal,valid,KZ47
PA234U0281-J1CHH22KXF2-KBFLP201Y00D,Pancreas,Blood,valid,KBFL
PA234U0282-J1CHH22KXF2-KBFLY00D,Pancreas,Blood,valid,KBFL
PA234U0290-J1CHH22KXF2-KBFLP201Y00D,Pancreas,Blood,train,KBFL
PA234U0293-J1CHH22KXF2-KBFLY00D,Pancreas,Blood,train,KBFL
PA234U0294-J1CHH22KXF2-KBFLY00D,Pancreas,Blood,train,KBFL
PA234U0299-J1CHH22KXF2-KBFLY00D,Pancreas,Blood,valid,KBFL
PA234U0493-J1CHH22NXF2-KZ48,Liver_Biliary,Abdominal,train,KZ48
PA23500942-J1CHH22GXF2-KZ47,Kidney,Abdominal,valid,KZ47
